Timestamp,Em qual semestre do curso de Engenharia de Software você está?,Você já possui outra graduação?,Qual é a sua faixa etária?,Qual é o seu gênero?,Você concluiu o Ensino Médio em escola pública?,Quantos anos de experiência em desenvolvimento de software você possui?,Você está empregado atualmente na área de software?,Quantos projetos de engenharia de software você participou ao longo de sua carreira?,Qual papel você mais se identifica em projetos de software?,Qual o número de membros da maior equipe de projeto em que você já atuou?,Com que frequência você utiliza ferramentas de IA generativa em seu dia a dia de maneira geral?,Com que frequência você utiliza ferramentas de IA Generativa especificamente em projetos de engenharia de software?,Para quais atividades você costuma utilizar ferramentas de IA generativa? (marque todas as que se aplicam),Quais ferramentas de IA generativa você utilizou nos últimos 12 meses em projetos de engenharia de software? (selecione todas que se aplicam),Qual metodologia de desenvolvimento de software você mais utilizou em seus projetos?,Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [Ferramentas de IA generativa em Engenharia de Software são úteis.],Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [IA generativa aumenta minha produtividade na engenharia de software.],Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [IA generativa melhora a qualidade do software produzido.],Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [O uso de IA generativa altera o fluxo de desenvolvimento de sistemas.],Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [É possível utilizar qualquer metodologia de desenvolvimento de software com IA generativa.],Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [Existe metodologia mais adequada às ferramentas de IA generativa.],Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [O uso de ferramentas de IA generativa exige novas competências que não fazem parte da formação tradicional em Engenharia de Software.],"Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [Novos papéis profissionais surgirão devido à IA generativa (por exemplo, AI Prompt Engineer, AI Auditor).]",Avalie seu nível de concordância com as afirmações abaixo relacionadas ao uso de ferramentas de IA generativa em engenharia de software. [Sinto-me confiante em revisar e integrar código gerado por IA generativa.],A função de backend será extinta ou severamente afetada pelo uso de ferramentas de IA generativa na engenharia de software. Indique seu grau de concordância de 1 (Discordo totalmente) a 5 (Concordo totalmente).,A função de frontend será extinta ou severamente afetada pelo uso de ferramentas de IA generativa na engenharia de software. Indique seu grau de concordância de 1 (Discordo totalmente) a 5 (Concordo totalmente).,A função de QA (Garantia de Qualidade) será extinta ou severamente afetada pelo uso de ferramentas de IA generativa na engenharia de software. Indique seu grau de concordância de 1 (Discordo totalmente) a 5 (Concordo totalmente).,A função de gerente de projeto será extinta ou severamente afetada pelo uso de ferramentas de IA generativa na engenharia de software. Indique seu grau de concordância de 1 (Discordo totalmente) a 5 (Concordo totalmente).,A função de Product Manager será extinta ou severamente afetada pelo uso de ferramentas de IA generativa na engenharia de software. Indique seu grau de concordância de 1 (Discordo totalmente) a 5 (Concordo totalmente).,A função de Scrum Master será extinta ou severamente afetada pelo uso de ferramentas de IA generativa na engenharia de software. Indique seu grau de concordância de 1 (Discordo totalmente) a 5 (Concordo totalmente).,Qual foi o maior benefício que você obteve (ou imagina) ao usar ferramentas de IA generativa em projetos de Engenharia de Software?,"Em 5 anos, como você enxerga o impacto das ferramentas de IA generativa em sua carreira de engenharia de software?","Antes de iniciar o projeto, quão confiante você está de que sua equipe vai entregar um software funcional e de qualidade dentro do prazo?",Quais aspectos do projeto você acredita que serão mais desafiadores? (marque todos que se aplicam),Acredita que as ferramentas de apoio e automação adotadas pela equipe irão agilizar significativamente o desenvolvimento?,Você prevê que será necessário revisar ou ajustar significativamente as saídas geradas por ferramentas automatizadas ao longo do projeto?,Quão motivado você está para aprender novas técnicas e tecnologias durante a implementação do projeto?,"Na sua opinião, o aprendizado obtido durante este projeto será:",Você acredita que as ferramentas de apoio e automação adotadas pela equipe irão facilitar a colaboração entre os membros da sua equipe?,"Para você, qual deve ser o equilíbrio ideal entre a autonomia de cada integrante e a dependência de ferramentas de suporte no desenvolvimento do projeto?",Descreva brevemente como você se sente em relação ao projeto que irá desenvolver nesta disciplina.,Quais expectativas você tem sobre sua própria evolução profissional ao participar deste projeto?,Você já desenvolveu ou participou de projetos de desenvolvimento de software que usa IA Generativa para realizar alguma(s) funcionalidade(s) ,Você leu o Termo de Consentimento Livre e Esclarecido acima e concorda com a coleta e o uso dos artefatos que serão gerados por você durante a disciplina para fins de pesquisa?,cohort,stage,Em qual semestre do curso de Ciências da Computação você está?,"Em relação ao status atual de seu projeto, quão confiante você está de que sua equipe vai entregar um software funcional e de qualidade dentro do prazo?",Quais aspectos do projeto você acredita que foram/são mais desafiadores? (marque todos que se aplicam),Acredita que as ferramentas de apoio e automação adotadas pela equipe estão/irão agilizando/agilizar significativamente o desenvolvimento?,Você precisou/prevê que será necessário revisar ou ajustar significativamente as saídas geradas por ferramentas automatizadas ao longo do projeto?,Quão motivado você está para/ficou em aprender novas técnicas e tecnologias durante a implementação do projeto?,Você acredita que as ferramentas de apoio e automação adotadas pela equipe estão facilitando/irão facilitar a colaboração entre os membros da sua equipe?,Descreva brevemente como você se sente em relação ao projeto que você está desenvolvendo nesta disciplina.,general_num,se_num,likert_0,likert_1,likert_2,likert_3,likert_4,likert_5,likert_6,likert_7,perception_index
9/5/2025 9:28:30,8º semestre,Não,21-25 anos,Masculino,Sim,1-3 anos,Não,1-2 projetos,QA / Testes,Mais de 50,Algumas vezes por mês,Raramente,Pesquisa / Perguntas gerais / Uso Pessoal,"ChatGPT, Gemini, DeepSeek","Ágil (Scrum, Kanban)",Neutro,Neutro,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,3,4,2,2,2,2,Nenhum,Irá mudar severamente o processo de desenvolvimento de software em todos as suas partes ,4.0,Adaptação a novas ferramentas e tecnologias,3.0,5.0,5.0,Significativo (aprenderei várias técnicas novas),3.0,2,Sinto me muito entusiasmado,Muito alta,Não,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,2,1,3,3,2,4,4,4,4,2,3.25
9/5/2025 9:29:41,6º semestre,Não,21-25 anos,Não binário,Sim,Mais de 5 anos,Sim,3-5 projetos,Data Science / ML,1-5,Diariamente,Diariamente,"Geração de código, Depuração / debug, Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, Claude, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,1,1,1,1,1,1,"Certamente a geração de código boilerplate, hoje em dia eu produzo bem mais pensando no algoritmo e na lógica do que preciso fazer e em sequência passando um pente fino","As IAs generativas vão mudar a forma de se trabalhar totalmente, sera obrigatório, para se manter o mesmo nivel de produtividade do seus pares, você saber e entender como um chatbot funciona, context window, prompt enginering, você entender identificar falhas típicas de llm, quando fechar um chat e começar outro, etc.",5.0,Compreensão dos requisitos do cliente,5.0,5.0,3.0,Básico (vou consolidar conhecimentos já adquiridos),5.0,5,Sinto que vai ser uma experiência legal e desafiadora,"Sinto que há espaço para crescimento, principalmente nas habilidades interpessoais",Sim,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,4,4,5,5,5,5,4,5,5,5,4.875
9/5/2025 9:29:42,7º semestre,Não,21-25 anos,Feminino,Sim,1-3 anos,Sim,1-2 projetos,Gerente de projeto,11-20,Semanalmente,Algumas vezes por mês,"Depuração / debug, Escrita de testes, Documentação, Refatoração, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Neutro,Neutro,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,2,2,1,1,1,3,Produtividade,"Facilidade em gerar softwares, produtividade.",3.0,"Tomada de decisões de design de software, Integração de componentes e sistemas, Gerenciamento de tempo",4.0,5.0,5.0,Moderado (aprenderei algumas novas técnicas),4.0,3,Empolgação para realizar algo novo,Espero entender um pouco melhor como funciona  assim desenvolver tecnicamente falandk,Sim,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,3,2,5,5,3,3,5,4,5,4,4.25
9/5/2025 9:29:56,8º semestre,Não,21-25 anos,Masculino,Não,1-3 anos,Não,1-2 projetos,Data Science / ML,1-5,Diariamente,Diariamente,"Documentação, Brainstorming de ideias, Análise de requisitos, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo,Neutro,Neutro,Neutro,Neutro,Concordo totalmente,Discordo,Neutro,1,3,1,1,1,3,"Reduzir a curva de aprendizado caso quem esteja desenvolvendo não tenha toda a bagagem técnica necessária, uma vez que com IA generativa você tem uma grande carga de informações e respostas centralizadas.","Acredito que a régua para ser contratado e se destacar vai ser absurdamente maior, uma vez que a tendência é a IA conseguir fazer com mais proficiência uma gama de coisas maior.",4.0,"Tomada de decisões de design de software, Integração de componentes e sistemas, Gerenciamento de tempo",5.0,5.0,5.0,Significativo (aprenderei várias técnicas novas),5.0,2,Nervoso.,"Acredito que trabalhar em grupo, quando não ocorre confusão, é sempre uma experiência de aprendizado.",Não,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,4,4,5,4,3,3,3,5,2,3,3.5
9/5/2025 9:30:56,5º semestre,Não,21-25 anos,Feminino,Não,Menos de 1 ano,Não,1-2 projetos,Desenvolvedor(a) Frontend,6-10,Semanalmente,Algumas vezes por mês,"Geração de código, Depuração / debug, Documentação, Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,4,4,3,4,4,4,Maior rapidez em entregar ,Acho que ela diminuiria o tempo de produção porém é preciso ter cuidado por que ela as vezes alucina,4.0,"Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas, Gerenciamento de tempo",4.0,4.0,4.0,Significativo (aprenderei várias técnicas novas),4.0,3,Me sinto meio nervosa mas também confiante,Acredito que vai me ajudar muito na minha vida acadêmica e profissional,Não,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,3,2,5,5,2,5,4,5,5,2,4.125
9/5/2025 9:31:46,5º semestre,Não,21-25 anos,Masculino,Sim,Menos de 1 ano,Sim,1-2 projetos,Desenvolvedor(a) Backend,1-5,Algumas vezes por mês,Algumas vezes por mês,"Documentação, Prototipação","ChatGPT, Gemini","Ágil (Scrum, Kanban)",Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Neutro,Concordo,Neutro,1,2,1,1,2,2,A grande ajuda em otimização de tempo.,Acredito que vá afetar bastante e futuramente a IA vai sempre estar envolvida em desenvolvimento de software.,5.0,"Tomada de decisões de design de software, Integração de componentes e sistemas",4.0,4.0,5.0,Significativo (aprenderei várias técnicas novas),4.0,5,Acredito que a disciplina vai me ajudar bastante a compreender o trabalho com IA e também o trabalho em grupo vai ser uma experiência muito boa.,Acredito que eu  me desenvolva bastante nessa disciplina e também ganhar bastante experiência.,Sim,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,2,2,4,4,3,4,3,3,4,3,3.5
9/5/2025 9:32:04,7º semestre,Não,17-20 anos,Masculino,Não,1-3 anos,Não,1-2 projetos,Desenvolvedor(a) Frontend,1-5,Diariamente,Semanalmente,"Geração de código, Depuração / debug, Brainstorming de ideias, Análise de requisitos, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,3,3,2,2,3,3,"Foi de conseguir entender conceitos e ferramentas através da IA, e conseguir construir um código mais elaborado e funcionar com ela.","Acho que o fluxo de trabalho será diferente, e usaremos a IA mais frequentemente em conjunto com o trabalho humano para complementar o desenvolvimento de projetos",3.0,"Adaptação a novas ferramentas e tecnologias, Gerenciamento de tempo",5.0,5.0,5.0,Significativo (aprenderei várias técnicas novas),4.0,3,"Me sinto animado para desenvolver esse projeto, tenho expectativa de conseguir desenvolver um projeto legal.",Tenho expectativas de conseguir aprender muitas técnicas novas.,Sim,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,4,3,5,5,4,5,4,5,5,5,4.75
9/5/2025 9:32:39,7º semestre,Não,21-25 anos,Masculino,Não,Menos de 1 ano,Não,1-2 projetos,Desenvolvedor(a) Fullstack,1-5,Algumas vezes por mês,Algumas vezes por mês,"Geração de código, Depuração / debug, Documentação, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini, DeepSeek, GitHub Copilot","Ágil (Scrum, Kanban)",Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Neutro,3,3,2,2,2,2,"Maior agilidade para desenvolvimento de códigos, menor custo...",Me imagino né adaptando ao uso delas e as novas tendências que serão criadas ,5.0,"Compreensão dos requisitos do cliente, Gerenciamento de tempo",5.0,3.0,5.0,Significativo (aprenderei várias técnicas novas),5.0,3,Estou muito motivado querendo aprender bastante coisas novas.,"Sinto que vou me integrar bastante nessa área em específica e obter bastante conhecimento, assim podendo adicionar repertório em projetos futuros",Não,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,2,2,4,4,4,4,4,4,5,3,4.0
9/5/2025 9:32:44,6º semestre,Não,21-25 anos,Feminino,Não,Menos de 1 ano,Não,1-2 projetos,Data Science / ML,1-5,Raramente,Raramente,"Depuração / debug, Brainstorming de ideias, Análise de requisitos, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Claude, DeepSeek","Ágil (Scrum, Kanban)",Concordo,Concordo,Neutro,Neutro,Neutro,Concordo,Concordo,Concordo,Neutro,3,3,3,3,3,3,"Análise de requisitos e divisão de tasks a serem realizadas, bem como testar mais facilmente o que foi desenvolvido","Acredito que irão ocupar cada vez mais espaço no desenvolvimento, desde a parte de requisitos até implantação ",4.0,"Tomada de decisões de design de software, Adaptação a novas ferramentas e tecnologias, Integração de componentes e sistemas",4.0,3.0,4.0,Significativo (aprenderei várias técnicas novas),4.0,2,"Não definimos ainda o tema do projeto, mas tenho boas expectativas que será algo útil e funcional",Acredito que terei melhor conhecimento de ferramentas e do processo de desenvolvimento de software no geral,Não,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,1,1,4,4,3,3,4,4,4,3,3.625
9/5/2025 9:33:43,6º semestre,Não,21-25 anos,Masculino,Não,1-3 anos,Não,3-5 projetos,QA / Testes,6-10,Algumas vezes por mês,Semanalmente,"Geração de código, Depuração / debug, Brainstorming de ideias, Pesquisa / Perguntas gerais / Uso Pessoal","ChatGPT, Gemini","Ágil (Scrum, Kanban)",Concordo,Concordo,Discordo,Concordo,Concordo,Neutro,Discordo,Concordo totalmente,Concordo,2,2,2,1,1,2,Eu gosto de usar pra ter mais ideias do que fazer e também organizá-las em seções pra análise e estudo,Acho que vai se tornar algo intrínseco a carreira de qualquer programador,5.0,Concepção do que será desenvolvido ,4.0,4.0,5.0,Significativo (aprenderei várias técnicas novas),4.0,3,"Ansioso pra aprender, IA's me interessam muito",Expectativa razoável de melhorar em desenvolvimento de projetos,Não,"Sim, eu li e concordo.",2025.2,1,,,,,,,,,2,3,4,4,2,4,3,2,5,4,3.5
